"";"COUNTRY_ISO_3";"TIME_PERIOD";"RAW_OBS_VALUE";"_merge";"INDICATOR_NAME";"INDICATOR_INDEX";"INDICATOR_ISSUE";"INDICATOR_CATEGORY";"INDICATOR_CODE";"ATTR_SOURCE";"ATTR_SOURCE_BODY";"ATTR_INDICATOR_DESCRIPTION";"ATTR_INDICATOR_EXPLANATION";"ATTR_UNIT_MEASURE";"ATTR_DATA_EXTRACTION_METHDOLOGY";"ATTR_SOURCE_TITLE";"ATTR_API_ENDPOINT_URL";"CRBA_RELEASE_YEAR";"SCALED_OBS_VALUE";"OBS_STATUS";"SOURCE_ID"
"93";"KGZ";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"94";"LAO";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"95";"LVA";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"96";"LBN";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"97";"LSO";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"98";"LBR";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"99";"LBY";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"100";"LIE";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"101";"LTU";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"102";"LUX";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"103";"MKD";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"104";"MDG";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"105";"MWI";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"106";"MYS";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"107";"MDV";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"108";"MLI";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"109";"MLT";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"110";"MHL";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"111";"MRT";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"112";"MUS";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"113";"MEX";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"114";"FSM";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"115";"MDA";"2020.0";"43.0";"both";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"6.58";"";"S-248"
"116";"MCO";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"117";"MNG";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"118";"MNE";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"119";"MAR";"2020.0";"3.0";"both";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"0.3";"";"S-248"
"120";"MOZ";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"121";"MMR";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"122";"NAM";"2020.0";"40.9";"both";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"6.25";"";"S-248"
"123";"NRU";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"124";"NPL";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"125";"NLD";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"126";"NZL";"2020.0";"18.6";"both";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"2.75";"";"S-248"
"127";"NIC";"2020.0";"6.7";"both";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"0.88";"";"S-248"
"128";"NER";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"129";"NGA";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"130";"NOR";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"131";"OMN";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"132";"PAK";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"133";"PLW";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"134";"PSE";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"135";"PAN";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"136";"PNG";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"137";"PRY";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"138";"PER";"2020.0";"2.6";"both";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"0.24";"";"S-248"
"139";"PHL";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
