DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,ECD_DOMAIN:ECD Domain,SEX:Sex,AGE:Current age,WEALTH_QUINTILE:Wealth Quintile,RESIDENCE:Residence,MOTHER_EDUCATION:Mother's Education Level,FATHER_EDUCATION:Father's Education Level,EC_EDUC_ATTND:Early Childhood Education Attendance,PLAYTHNG_TYPE:Plaything Type,INDQT_SPVN:Inadequate Supervision,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,SOURCE_LINK:Citation of or link to the data source,SERIES_FOOTNOTE:Series footnote,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,DATA_SOURCE:Data Source,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,COVERAGE_TIME:The period of time for which data are provided,FREQ_COLL:Time interval at which the source data are collected,OBS_FOOTNOTE:Observation footnote
UNICEF:ECD(1.0): Early Childhood Development,SRB: Serbia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q1: Lowest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2014,2.5,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,End of fieldwork,2014,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,SRB: Serbia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q2: Second,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2014,0.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,End of fieldwork,2014,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,SRB: Serbia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q3: Middle,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2014,1.3,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,End of fieldwork,2014,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,SRB: Serbia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q4: Fourth,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2014,0.3,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,End of fieldwork,2014,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,SRB: Serbia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q5: Highest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2014,2,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,End of fieldwork,2014,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,SRB: Serbia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,U: Urban,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2014,1.3,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,End of fieldwork,2014,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,SRB: Serbia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,R: Rural,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2014,1.4,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,End of fieldwork,2014,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,SRB: Serbia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,ISCED11A_01: Never attended an education programme / No schooling,_T: Total,_T: Total,_T: Total,_T: Total,2014,2.7,,PCNT: %,,,U: Low reliability,F: Free,MICS 2014,End of fieldwork,2014,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,SRB: Serbia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,ISCED11_1: Primary education,_T: Total,_T: Total,_T: Total,_T: Total,2014,2.9,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,End of fieldwork,2014,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,SRB: Serbia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,AGG_3S_H: Secondary and Higher,_T: Total,_T: Total,_T: Total,_T: Total,2014,1.1,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,End of fieldwork,2014,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,TJK: Tajikistan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2005,12.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2005,End of fieldwork,2005,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,TJK: Tajikistan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,ALN_PST_WK: Left alone in the past week,2005,2.8,,PCNT: %,,,RP: Reported,F: Free,MICS 2005,End of fieldwork,2005,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,TJK: Tajikistan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,CHLD_U10_WK: Left under the supervision of another child younger than 10 years of age in the past week,2005,12.3,,PCNT: %,,,RP: Reported,F: Free,MICS 2005,End of fieldwork,2005,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,TJK: Tajikistan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,M: Male,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2005,12.8,,PCNT: %,,,RP: Reported,F: Free,MICS 2005,End of fieldwork,2005,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,TJK: Tajikistan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,F: Female,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2005,12.4,,PCNT: %,,,RP: Reported,F: Free,MICS 2005,End of fieldwork,2005,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,TJK: Tajikistan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q1: Lowest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2005,14.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2005,End of fieldwork,2005,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,TJK: Tajikistan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q2: Second,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2005,13.2,,PCNT: %,,,RP: Reported,F: Free,MICS 2005,End of fieldwork,2005,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,TJK: Tajikistan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q3: Middle,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2005,11.5,,PCNT: %,,,RP: Reported,F: Free,MICS 2005,End of fieldwork,2005,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,TJK: Tajikistan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q4: Fourth,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2005,12,,PCNT: %,,,RP: Reported,F: Free,MICS 2005,End of fieldwork,2005,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,TJK: Tajikistan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q5: Highest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2005,11.3,,PCNT: %,,,RP: Reported,F: Free,MICS 2005,End of fieldwork,2005,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,TJK: Tajikistan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,U: Urban,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2005,12.1,,PCNT: %,,,RP: Reported,F: Free,MICS 2005,End of fieldwork,2005,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,TJK: Tajikistan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,R: Rural,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2005,12.8,,PCNT: %,,,RP: Reported,F: Free,MICS 2005,End of fieldwork,2005,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,TJK: Tajikistan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,AGG_0_1: None and Primary,_T: Total,_T: Total,_T: Total,_T: Total,2005,12.5,,PCNT: %,,,RP: Reported,F: Free,MICS 2005,End of fieldwork,2005,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,TJK: Tajikistan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,AGG_3S_H: Secondary and Higher,_T: Total,_T: Total,_T: Total,_T: Total,2005,12.7,,PCNT: %,,,RP: Reported,F: Free,MICS 2005,End of fieldwork,2005,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MKD: North Macedonia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2011,5,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,End of fieldwork,2011,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MKD: North Macedonia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,ALN_PST_WK: Left alone in the past week,2011,2.5,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,End of fieldwork,2011,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MKD: North Macedonia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,CHLD_U10_WK: Left under the supervision of another child younger than 10 years of age in the past week,2011,3.7,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,End of fieldwork,2011,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MKD: North Macedonia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,M: Male,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2011,5.2,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,End of fieldwork,2011,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MKD: North Macedonia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,F: Female,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2011,4.9,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,End of fieldwork,2011,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MKD: North Macedonia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q1: Lowest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2011,10.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,End of fieldwork,2011,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MKD: North Macedonia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q2: Second,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2011,5.2,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,End of fieldwork,2011,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MKD: North Macedonia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q3: Middle,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2011,3,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,End of fieldwork,2011,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MKD: North Macedonia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q4: Fourth,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2011,4.2,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,End of fieldwork,2011,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MKD: North Macedonia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q5: Highest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2011,1.2,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,End of fieldwork,2011,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MKD: North Macedonia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,U: Urban,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2011,2.4,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,End of fieldwork,2011,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MKD: North Macedonia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,R: Rural,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2011,7.8,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,End of fieldwork,2011,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MKD: North Macedonia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,AGG_0_1: None and Primary,_T: Total,_T: Total,_T: Total,_T: Total,2011,7.9,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,End of fieldwork,2011,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MKD: North Macedonia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,AGG_3S_H: Secondary and Higher,_T: Total,_T: Total,_T: Total,_T: Total,2011,3.1,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,End of fieldwork,2011,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,TKM: Turkmenistan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2016,0.8,,PCNT: %,,,RP: Reported,F: Free,MICS 2015-16,End of fieldwork,2015-16,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,TKM: Turkmenistan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,ALN_PST_WK: Left alone in the past week,2016,0.5,,PCNT: %,,,RP: Reported,F: Free,MICS 2015-16,End of fieldwork,2015-16,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,TKM: Turkmenistan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,CHLD_U10_WK: Left under the supervision of another child younger than 10 years of age in the past week,2016,0.4,,PCNT: %,,,RP: Reported,F: Free,MICS 2015-16,End of fieldwork,2015-16,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,TKM: Turkmenistan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,M: Male,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2016,0.3,,PCNT: %,,,RP: Reported,F: Free,MICS 2015-16,End of fieldwork,2015-16,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,TKM: Turkmenistan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,F: Female,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2016,1.3,,PCNT: %,,,RP: Reported,F: Free,MICS 2015-16,End of fieldwork,2015-16,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,TKM: Turkmenistan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q1: Lowest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2016,0.5,,PCNT: %,,,RP: Reported,F: Free,MICS 2015-16,End of fieldwork,2015-16,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,TKM: Turkmenistan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q2: Second,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2016,1.1,,PCNT: %,,,RP: Reported,F: Free,MICS 2015-16,End of fieldwork,2015-16,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,TKM: Turkmenistan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q3: Middle,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2016,0.8,,PCNT: %,,,RP: Reported,F: Free,MICS 2015-16,End of fieldwork,2015-16,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,TKM: Turkmenistan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q4: Fourth,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2016,1,,PCNT: %,,,RP: Reported,F: Free,MICS 2015-16,End of fieldwork,2015-16,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,TKM: Turkmenistan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q5: Highest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2016,0.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2015-16,End of fieldwork,2015-16,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,TKM: Turkmenistan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,U: Urban,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2016,0.7,,PCNT: %,,,RP: Reported,F: Free,MICS 2015-16,End of fieldwork,2015-16,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,TKM: Turkmenistan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,R: Rural,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2016,0.7,,PCNT: %,,,RP: Reported,F: Free,MICS 2015-16,End of fieldwork,2015-16,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,TKM: Turkmenistan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,ISCED11_1: Primary education,_T: Total,_T: Total,_T: Total,_T: Total,2016,0.1,,PCNT: %,,,RP: Reported,F: Free,MICS 2015-16,End of fieldwork,2015-16,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,TKM: Turkmenistan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,AGG_3S_H: Secondary and Higher,_T: Total,_T: Total,_T: Total,_T: Total,2016,0.7,,PCNT: %,,,RP: Reported,F: Free,MICS 2015-16,End of fieldwork,2015-16,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,UKR: Ukraine,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,6.5,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,UKR: Ukraine,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,ALN_PST_WK: Left alone in the past week,2012,1.4,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,UKR: Ukraine,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,CHLD_U10_WK: Left under the supervision of another child younger than 10 years of age in the past week,2012,5.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,UKR: Ukraine,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,M: Male,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,6.2,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,UKR: Ukraine,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,F: Female,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,6.7,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,UKR: Ukraine,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q1: Lowest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,10.5,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
