DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,AGE:Current age,AGE_AT_BIRTH:Age at Birth,WEALTH_QUINTILE:Wealth Quintile,RESIDENCE:Residence,MOTHER_EDUCATION:Mother's Education Level,DATA_SOURCE:Data Source,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,SERIES_FOOTNOTE:Series footnote,SUB_SECTOR:Sub Sector,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,UNWGTD_SAMPL_SIZE:Unweighted Sample Size,OBS_FOOTNOTE:Observation footnote,SOURCE_LINK:Citation of or link to the data source,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,COVERAGE_TIME:The period of time for which data are provided
"UNICEF:MNCH(1.0): Maternal, child and newborn health",SRB: Serbia,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,_T: Total,Y0T4: Under 5 years old,_T: Total,Q3: Middle,_T: Total,_T: Total,MNCH_SRC_499: Multiple Indicator Cluster Survey 2005-2006,2006,92.0,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",SRB: Serbia,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,_T: Total,Y0T4: Under 5 years old,_T: Total,Q1: Lowest,_T: Total,_T: Total,MNCH_SRC_499: Multiple Indicator Cluster Survey 2005-2006,2006,89.0,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",SRB: Serbia,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,_T: Total,Y0T4: Under 5 years old,_T: Total,Q5: Highest,_T: Total,_T: Total,MNCH_SRC_499: Multiple Indicator Cluster Survey 2005-2006,2006,89.0,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",SRB: Serbia,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,_T: Total,Y0T4: Under 5 years old,_T: Total,Q2: Second,_T: Total,_T: Total,MNCH_SRC_499: Multiple Indicator Cluster Survey 2005-2006,2006,95.0,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",SRB: Serbia,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,R: Rural,_T: Total,MNCH_SRC_506: Multiple Indicator Cluster Survey 2010,2010,88.5,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",SRB: Serbia,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,U: Urban,_T: Total,MNCH_SRC_506: Multiple Indicator Cluster Survey 2010,2010,90.4,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",SRB: Serbia,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_506: Multiple Indicator Cluster Survey 2010,2010,89.7,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",SRB: Serbia,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,F: Female,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_506: Multiple Indicator Cluster Survey 2010,2010,91.4,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",SRB: Serbia,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,M: Male,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_506: Multiple Indicator Cluster Survey 2010,2010,88.7,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",SRB: Serbia,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,_T: Total,Y0T4: Under 5 years old,_T: Total,Q5: Highest,_T: Total,_T: Total,MNCH_SRC_506: Multiple Indicator Cluster Survey 2010,2010,95.9,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",TJK: Tajikistan,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,R: Rural,_T: Total,MNCH_SRC_494: Multiple Indicator Cluster Survey 2000,2000,54.0,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",TJK: Tajikistan,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,U: Urban,_T: Total,MNCH_SRC_494: Multiple Indicator Cluster Survey 2000,2000,40.0,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",TJK: Tajikistan,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_494: Multiple Indicator Cluster Survey 2000,2000,51.0,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",TJK: Tajikistan,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,F: Female,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_494: Multiple Indicator Cluster Survey 2000,2000,55.0,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",TJK: Tajikistan,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,M: Male,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_494: Multiple Indicator Cluster Survey 2000,2000,45.0,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",TJK: Tajikistan,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,R: Rural,_T: Total,MNCH_SRC_498: Multiple Indicator Cluster Survey 2005,2005,67.0,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",TJK: Tajikistan,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,U: Urban,_T: Total,MNCH_SRC_498: Multiple Indicator Cluster Survey 2005,2005,58.0,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",TJK: Tajikistan,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_498: Multiple Indicator Cluster Survey 2005,2005,64.0,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",TJK: Tajikistan,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,F: Female,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_498: Multiple Indicator Cluster Survey 2005,2005,69.0,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",TJK: Tajikistan,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,M: Male,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_498: Multiple Indicator Cluster Survey 2005,2005,60.0,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",TJK: Tajikistan,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,_T: Total,Y0T4: Under 5 years old,_T: Total,Q4: Fourth,_T: Total,_T: Total,MNCH_SRC_498: Multiple Indicator Cluster Survey 2005,2005,66.0,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",TJK: Tajikistan,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,_T: Total,Y0T4: Under 5 years old,_T: Total,Q3: Middle,_T: Total,_T: Total,MNCH_SRC_498: Multiple Indicator Cluster Survey 2005,2005,37.0,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",TJK: Tajikistan,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,_T: Total,Y0T4: Under 5 years old,_T: Total,Q1: Lowest,_T: Total,_T: Total,MNCH_SRC_498: Multiple Indicator Cluster Survey 2005,2005,81.0,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",TJK: Tajikistan,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,_T: Total,Y0T4: Under 5 years old,_T: Total,Q5: Highest,_T: Total,_T: Total,MNCH_SRC_498: Multiple Indicator Cluster Survey 2005,2005,75.0,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",TJK: Tajikistan,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,_T: Total,Y0T4: Under 5 years old,_T: Total,Q2: Second,_T: Total,_T: Total,MNCH_SRC_498: Multiple Indicator Cluster Survey 2005,2005,74.0,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",TJK: Tajikistan,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_135: Demographic and Health Survey 2012,2012,63.0,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",TJK: Tajikistan,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,R: Rural,_T: Total,MNCH_SRC_146: Demographic and Health Survey 2017,2017,67.9,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",TJK: Tajikistan,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,AGG_3S_H: Secondary and Higher,MNCH_SRC_146: Demographic and Health Survey 2017,2017,68.3,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",TJK: Tajikistan,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_146: Demographic and Health Survey 2017,2017,68.5,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",TJK: Tajikistan,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,M: Male,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_146: Demographic and Health Survey 2017,2017,59.0,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",TUR: Turkey,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,R: Rural,_T: Total,MNCH_SRC_97: Demographic and Health Survey 1993,1993,30.3,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",TUR: Turkey,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,U: Urban,_T: Total,MNCH_SRC_97: Demographic and Health Survey 1993,1993,44.3,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",TUR: Turkey,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_97: Demographic and Health Survey 1993,1993,37.3,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",TUR: Turkey,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,F: Female,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_97: Demographic and Health Survey 1993,1993,38.7,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",TUR: Turkey,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,M: Male,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_97: Demographic and Health Survey 1993,1993,36.1,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",TKM: Turkmenistan,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,R: Rural,_T: Total,MNCH_SRC_111: Demographic and Health Survey 2000,2000,31.0,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",TKM: Turkmenistan,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,U: Urban,_T: Total,MNCH_SRC_111: Demographic and Health Survey 2000,2000,61.0,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",TKM: Turkmenistan,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_111: Demographic and Health Survey 2000,2000,51.0,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",TKM: Turkmenistan,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,F: Female,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_111: Demographic and Health Survey 2000,2000,52.0,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",TKM: Turkmenistan,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,M: Male,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_111: Demographic and Health Survey 2000,2000,50.0,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UKR: Ukraine,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,U: Urban,_T: Total,MNCH_SRC_511: Multiple Indicator Cluster Survey 2012,2012,93.5,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UKR: Ukraine,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_511: Multiple Indicator Cluster Survey 2012,2012,92.3,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UKR: Ukraine,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,F: Female,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_511: Multiple Indicator Cluster Survey 2012,2012,91.0,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UKR: Ukraine,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,M: Male,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_511: Multiple Indicator Cluster Survey 2012,2012,93.2,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UZB: Uzbekistan,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,R: Rural,_T: Total,MNCH_SRC_103: Demographic and Health Survey 1996,1996,69.0,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UZB: Uzbekistan,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,U: Urban,_T: Total,MNCH_SRC_103: Demographic and Health Survey 1996,1996,96.0,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UZB: Uzbekistan,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_103: Demographic and Health Survey 1996,1996,87.0,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UZB: Uzbekistan,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,F: Female,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_103: Demographic and Health Survey 1996,1996,92.0,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UZB: Uzbekistan,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,M: Male,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_103: Demographic and Health Survey 1996,1996,85.0,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UZB: Uzbekistan,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,R: Rural,_T: Total,MNCH_SRC_500: Multiple Indicator Cluster Survey 2006,2006,64.5,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UZB: Uzbekistan,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,U: Urban,_T: Total,MNCH_SRC_500: Multiple Indicator Cluster Survey 2006,2006,73.5,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UZB: Uzbekistan,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_500: Multiple Indicator Cluster Survey 2006,2006,67.7,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UZB: Uzbekistan,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,F: Female,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_500: Multiple Indicator Cluster Survey 2006,2006,63.2,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
"UNICEF:MNCH(1.0): Maternal, child and newborn health",UZB: Uzbekistan,MNCH_PNEUCARE: Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,M: Male,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_500: Multiple Indicator Cluster Survey 2006,2006,70.5,0: Units,PCNT: %,,PNEU,RP: Reported,F: Free,,,,,,,,
