DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,AGE:Current age,EDUCATION_LEVEL:Education Level,WEALTH_QUINTILE:Wealth Quintile,RESIDENCE:Residence,NUMBER_CHLD:Number of Living Children,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,SOURCE_LINK:Citation of or link to the data source,SERIES_FOOTNOTE:Series footnote,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,DATA_SOURCE:Data Source,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,UNWGTD_SAMPL_SIZE:Unweighted Sample Size,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,COVERAGE_TIME:The period of time for which data are provided,FREQ_COLL:Time interval at which the source data are collected,OBS_FOOTNOTE:Observation footnote
UNICEF:PT(1.0): Child Protection,MDA: Republic of Moldova,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,_T: Total,Q1: Lowest,_T: Total,_T: Total,2012,99.1,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,,,,,End of fieldwork,2012,0: Not Known,
UNICEF:PT(1.0): Child Protection,MDA: Republic of Moldova,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,_T: Total,Q2: Second,_T: Total,_T: Total,2012,99.3,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,,,,,End of fieldwork,2012,0: Not Known,
UNICEF:PT(1.0): Child Protection,MDA: Republic of Moldova,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,_T: Total,Q3: Middle,_T: Total,_T: Total,2012,99.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,,,,,End of fieldwork,2012,0: Not Known,
UNICEF:PT(1.0): Child Protection,MDA: Republic of Moldova,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,_T: Total,Q4: Fourth,_T: Total,_T: Total,2012,100,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,,,,,End of fieldwork,2012,0: Not Known,
UNICEF:PT(1.0): Child Protection,MDA: Republic of Moldova,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,_T: Total,Q5: Highest,_T: Total,_T: Total,2012,99.7,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,,,,,End of fieldwork,2012,0: Not Known,
UNICEF:PT(1.0): Child Protection,MDA: Republic of Moldova,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,U: Urban,_T: Total,2012,99.7,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,,,,,End of fieldwork,2012,0: Not Known,
UNICEF:PT(1.0): Child Protection,MDA: Republic of Moldova,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,R: Rural,_T: Total,2012,99.5,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,,,,,End of fieldwork,2012,0: Not Known,
UNICEF:PT(1.0): Child Protection,MDA: Republic of Moldova,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,AGG_3S_H: Secondary and Higher,_T: Total,_T: Total,_T: Total,2012,99.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,,,,,End of fieldwork,2012,0: Not Known,
UNICEF:PT(1.0): Child Protection,RUS: Russian Federation,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,M0: Under 1 month old,_T: Total,_T: Total,_T: Total,_T: Total,2013,100,,PCNT: %,,,E: Estimated value,F: Free,"UNSD Population and Vital Statistics Report, January 2018",,,,,,2013,0: Not Known,Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system
UNICEF:PT(1.0): Child Protection,RUS: Russian Federation,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,M: Male,M0: Under 1 month old,_T: Total,_T: Total,_T: Total,_T: Total,2013,100,,PCNT: %,,,E: Estimated value,F: Free,"UNSD Population and Vital Statistics Report, January 2018",,,,,,2013,0: Not Known,Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system
UNICEF:PT(1.0): Child Protection,RUS: Russian Federation,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,F: Female,M0: Under 1 month old,_T: Total,_T: Total,_T: Total,_T: Total,2013,100,,PCNT: %,,,E: Estimated value,F: Free,"UNSD Population and Vital Statistics Report, January 2018",,,,,,2013,0: Not Known,Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system
UNICEF:PT(1.0): Child Protection,SRB: Serbia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,2014,99.4,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,,,,,End of fieldwork,2014,0: Not Known,
UNICEF:PT(1.0): Child Protection,SRB: Serbia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,M: Male,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,2014,99.2,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,,,,,End of fieldwork,2014,0: Not Known,
UNICEF:PT(1.0): Child Protection,SRB: Serbia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,F: Female,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,2014,99.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,,,,,End of fieldwork,2014,0: Not Known,
UNICEF:PT(1.0): Child Protection,SRB: Serbia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,M0T11: 0 to 11 months old,_T: Total,_T: Total,_T: Total,_T: Total,2014,98.4,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,,,,,End of fieldwork,2014,0: Not Known,
UNICEF:PT(1.0): Child Protection,SRB: Serbia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,M12T23: 12 to 23 months old,_T: Total,_T: Total,_T: Total,_T: Total,2014,99.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,,,,,End of fieldwork,2014,0: Not Known,
UNICEF:PT(1.0): Child Protection,SRB: Serbia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,M24T35: 24 to 35 months old,_T: Total,_T: Total,_T: Total,_T: Total,2014,100,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,,,,,End of fieldwork,2014,0: Not Known,
UNICEF:PT(1.0): Child Protection,SRB: Serbia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,M36T47: 36 to 47 months old,_T: Total,_T: Total,_T: Total,_T: Total,2014,99.4,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,,,,,End of fieldwork,2014,0: Not Known,
UNICEF:PT(1.0): Child Protection,SRB: Serbia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,M48T59: 48 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,2014,99.8,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,,,,,End of fieldwork,2014,0: Not Known,
UNICEF:PT(1.0): Child Protection,SRB: Serbia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,_T: Total,Q1: Lowest,_T: Total,_T: Total,2014,97.1,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,,,,,End of fieldwork,2014,0: Not Known,
UNICEF:PT(1.0): Child Protection,SRB: Serbia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,_T: Total,Q2: Second,_T: Total,_T: Total,2014,100,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,,,,,End of fieldwork,2014,0: Not Known,
UNICEF:PT(1.0): Child Protection,SRB: Serbia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,_T: Total,Q3: Middle,_T: Total,_T: Total,2014,100,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,,,,,End of fieldwork,2014,0: Not Known,
UNICEF:PT(1.0): Child Protection,SRB: Serbia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,_T: Total,Q4: Fourth,_T: Total,_T: Total,2014,99.9,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,,,,,End of fieldwork,2014,0: Not Known,
UNICEF:PT(1.0): Child Protection,SRB: Serbia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,_T: Total,Q5: Highest,_T: Total,_T: Total,2014,99.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,,,,,End of fieldwork,2014,0: Not Known,
UNICEF:PT(1.0): Child Protection,SRB: Serbia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,U: Urban,_T: Total,2014,99.5,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,,,,,End of fieldwork,2014,0: Not Known,
UNICEF:PT(1.0): Child Protection,SRB: Serbia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,R: Rural,_T: Total,2014,99.2,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,,,,,End of fieldwork,2014,0: Not Known,
UNICEF:PT(1.0): Child Protection,SRB: Serbia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,ISCED11A_01: Never attended an education programme / No schooling,_T: Total,_T: Total,_T: Total,2014,84.7,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,,,,,End of fieldwork,2014,0: Not Known,
UNICEF:PT(1.0): Child Protection,SRB: Serbia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,ISCED11_1: Primary education,_T: Total,_T: Total,_T: Total,2014,99,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,,,,,End of fieldwork,2014,0: Not Known,
UNICEF:PT(1.0): Child Protection,SRB: Serbia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,AGG_3S_H: Secondary and Higher,_T: Total,_T: Total,_T: Total,2014,99.7,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,,,,,End of fieldwork,2014,0: Not Known,
UNICEF:PT(1.0): Child Protection,SVK: Slovakia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,M0: Under 1 month old,_T: Total,_T: Total,_T: Total,_T: Total,2018,100,,PCNT: %,,,RP: Reported,F: Free,Vital statistics 2018,,,,,,2018,0: Not Known,
UNICEF:PT(1.0): Child Protection,SVK: Slovakia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,M: Male,M0: Under 1 month old,_T: Total,_T: Total,_T: Total,_T: Total,2018,100,,PCNT: %,,,RP: Reported,F: Free,Vital statistics 2018,,,,,,2018,0: Not Known,
UNICEF:PT(1.0): Child Protection,SVK: Slovakia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,F: Female,M0: Under 1 month old,_T: Total,_T: Total,_T: Total,_T: Total,2018,100,,PCNT: %,,,RP: Reported,F: Free,Vital statistics 2018,,,,,,2018,0: Not Known,
UNICEF:PT(1.0): Child Protection,SVN: Slovenia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,M0: Under 1 month old,_T: Total,_T: Total,_T: Total,_T: Total,2016,100,,PCNT: %,,,E: Estimated value,F: Free,"UNSD Population and Vital Statistics Report, January 2018",,,,,,2016,0: Not Known,Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system
UNICEF:PT(1.0): Child Protection,SVN: Slovenia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,M: Male,M0: Under 1 month old,_T: Total,_T: Total,_T: Total,_T: Total,2016,100,,PCNT: %,,,E: Estimated value,F: Free,"UNSD Population and Vital Statistics Report, January 2018",,,,,,2016,0: Not Known,Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system
UNICEF:PT(1.0): Child Protection,SVN: Slovenia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,F: Female,M0: Under 1 month old,_T: Total,_T: Total,_T: Total,_T: Total,2016,100,,PCNT: %,,,E: Estimated value,F: Free,"UNSD Population and Vital Statistics Report, January 2018",,,,,,2016,0: Not Known,Estimated coverage of birth registration was obtained on the basis of the reported completeness of the national civil registration system
UNICEF:PT(1.0): Child Protection,TJK: Tajikistan,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,2017,95.8,,PCNT: %,,,RP: Reported,F: Free,DHS 2017,,,,,End of fieldwork,2017,0: Not Known,
UNICEF:PT(1.0): Child Protection,TJK: Tajikistan,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,M: Male,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,2017,95.9,,PCNT: %,,,RP: Reported,F: Free,DHS 2017,,,,,End of fieldwork,2017,0: Not Known,
UNICEF:PT(1.0): Child Protection,TJK: Tajikistan,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,F: Female,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,2017,95.7,,PCNT: %,,,RP: Reported,F: Free,DHS 2017,,,,,End of fieldwork,2017,0: Not Known,
UNICEF:PT(1.0): Child Protection,TJK: Tajikistan,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,M0T11: 0 to 11 months old,_T: Total,_T: Total,_T: Total,_T: Total,2017,89.6,,PCNT: %,,,RP: Reported,F: Free,DHS 2017,,,,,End of fieldwork,2017,0: Not Known,
UNICEF:PT(1.0): Child Protection,TJK: Tajikistan,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,M12T23: 12 to 23 months old,_T: Total,_T: Total,_T: Total,_T: Total,2017,96,,PCNT: %,,,RP: Reported,F: Free,DHS 2017,,,,,End of fieldwork,2017,0: Not Known,
UNICEF:PT(1.0): Child Protection,TJK: Tajikistan,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,M24T35: 24 to 35 months old,_T: Total,_T: Total,_T: Total,_T: Total,2017,97.5,,PCNT: %,,,RP: Reported,F: Free,DHS 2017,,,,,End of fieldwork,2017,0: Not Known,
UNICEF:PT(1.0): Child Protection,TJK: Tajikistan,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,M36T47: 36 to 47 months old,_T: Total,_T: Total,_T: Total,_T: Total,2017,97.5,,PCNT: %,,,RP: Reported,F: Free,DHS 2017,,,,,End of fieldwork,2017,0: Not Known,
UNICEF:PT(1.0): Child Protection,TJK: Tajikistan,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,M48T59: 48 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,2017,98.1,,PCNT: %,,,RP: Reported,F: Free,DHS 2017,,,,,End of fieldwork,2017,0: Not Known,
UNICEF:PT(1.0): Child Protection,TJK: Tajikistan,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,_T: Total,Q1: Lowest,_T: Total,_T: Total,2017,93.9,,PCNT: %,,,RP: Reported,F: Free,DHS 2017,,,,,End of fieldwork,2017,0: Not Known,
UNICEF:PT(1.0): Child Protection,TJK: Tajikistan,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,_T: Total,Q2: Second,_T: Total,_T: Total,2017,94.5,,PCNT: %,,,RP: Reported,F: Free,DHS 2017,,,,,End of fieldwork,2017,0: Not Known,
UNICEF:PT(1.0): Child Protection,TJK: Tajikistan,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,_T: Total,Q3: Middle,_T: Total,_T: Total,2017,96.3,,PCNT: %,,,RP: Reported,F: Free,DHS 2017,,,,,End of fieldwork,2017,0: Not Known,
UNICEF:PT(1.0): Child Protection,TJK: Tajikistan,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,_T: Total,Q4: Fourth,_T: Total,_T: Total,2017,96.7,,PCNT: %,,,RP: Reported,F: Free,DHS 2017,,,,,End of fieldwork,2017,0: Not Known,
UNICEF:PT(1.0): Child Protection,TJK: Tajikistan,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,_T: Total,Q5: Highest,_T: Total,_T: Total,2017,97.6,,PCNT: %,,,RP: Reported,F: Free,DHS 2017,,,,,End of fieldwork,2017,0: Not Known,
UNICEF:PT(1.0): Child Protection,TJK: Tajikistan,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,U: Urban,_T: Total,2017,96.7,,PCNT: %,,,RP: Reported,F: Free,DHS 2017,,,,,End of fieldwork,2017,0: Not Known,
UNICEF:PT(1.0): Child Protection,TJK: Tajikistan,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,R: Rural,_T: Total,2017,95.6,,PCNT: %,,,RP: Reported,F: Free,DHS 2017,,,,,End of fieldwork,2017,0: Not Known,
UNICEF:PT(1.0): Child Protection,TJK: Tajikistan,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,ISCED11A_01: Never attended an education programme / No schooling,_T: Total,_T: Total,_T: Total,2017,88.5,,PCNT: %,,,RP: Reported,F: Free,DHS 2017,,,,,End of fieldwork,2017,0: Not Known,
UNICEF:PT(1.0): Child Protection,TJK: Tajikistan,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,ISCED11_1: Primary education,_T: Total,_T: Total,_T: Total,2017,93.9,,PCNT: %,,,RP: Reported,F: Free,DHS 2017,,,,,End of fieldwork,2017,0: Not Known,
UNICEF:PT(1.0): Child Protection,TJK: Tajikistan,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,AGG_3S_H: Secondary and Higher,_T: Total,_T: Total,_T: Total,2017,96.1,,PCNT: %,,,RP: Reported,F: Free,DHS 2017,,,,,End of fieldwork,2017,0: Not Known,
UNICEF:PT(1.0): Child Protection,MKD: North Macedonia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,2011,99.7,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,,,,,End of fieldwork,2011,0: Not Known,
UNICEF:PT(1.0): Child Protection,MKD: North Macedonia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,M: Male,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,2011,99.9,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,,,,,End of fieldwork,2011,0: Not Known,
UNICEF:PT(1.0): Child Protection,MKD: North Macedonia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,F: Female,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,2011,99.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,,,,,End of fieldwork,2011,0: Not Known,
UNICEF:PT(1.0): Child Protection,MKD: North Macedonia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,M0T11: 0 to 11 months old,_T: Total,_T: Total,_T: Total,_T: Total,2011,98.8,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,,,,,End of fieldwork,2011,0: Not Known,
UNICEF:PT(1.0): Child Protection,MKD: North Macedonia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,M12T23: 12 to 23 months old,_T: Total,_T: Total,_T: Total,_T: Total,2011,100,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,,,,,End of fieldwork,2011,0: Not Known,
UNICEF:PT(1.0): Child Protection,MKD: North Macedonia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,M24T35: 24 to 35 months old,_T: Total,_T: Total,_T: Total,_T: Total,2011,100,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,,,,,End of fieldwork,2011,0: Not Known,
UNICEF:PT(1.0): Child Protection,MKD: North Macedonia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,M36T47: 36 to 47 months old,_T: Total,_T: Total,_T: Total,_T: Total,2011,100,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,,,,,End of fieldwork,2011,0: Not Known,
UNICEF:PT(1.0): Child Protection,MKD: North Macedonia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,M48T59: 48 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,2011,99.8,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,,,,,End of fieldwork,2011,0: Not Known,
UNICEF:PT(1.0): Child Protection,MKD: North Macedonia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,_T: Total,Q1: Lowest,_T: Total,_T: Total,2011,99.2,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,,,,,End of fieldwork,2011,0: Not Known,
UNICEF:PT(1.0): Child Protection,MKD: North Macedonia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,_T: Total,Q2: Second,_T: Total,_T: Total,2011,99.8,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,,,,,End of fieldwork,2011,0: Not Known,
UNICEF:PT(1.0): Child Protection,MKD: North Macedonia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,_T: Total,Q3: Middle,_T: Total,_T: Total,2011,99.7,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,,,,,End of fieldwork,2011,0: Not Known,
UNICEF:PT(1.0): Child Protection,MKD: North Macedonia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,_T: Total,Q4: Fourth,_T: Total,_T: Total,2011,100,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,,,,,End of fieldwork,2011,0: Not Known,
UNICEF:PT(1.0): Child Protection,MKD: North Macedonia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,_T: Total,Q5: Highest,_T: Total,_T: Total,2011,100,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,,,,,End of fieldwork,2011,0: Not Known,
UNICEF:PT(1.0): Child Protection,MKD: North Macedonia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,U: Urban,_T: Total,2011,99.9,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,,,,,End of fieldwork,2011,0: Not Known,
UNICEF:PT(1.0): Child Protection,MKD: North Macedonia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,R: Rural,_T: Total,2011,99.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,,,,,End of fieldwork,2011,0: Not Known,
UNICEF:PT(1.0): Child Protection,MKD: North Macedonia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,ISCED11A_01: Never attended an education programme / No schooling,_T: Total,_T: Total,_T: Total,2011,99.5,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,,,,,End of fieldwork,2011,0: Not Known,
UNICEF:PT(1.0): Child Protection,MKD: North Macedonia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,ISCED11_1: Primary education,_T: Total,_T: Total,_T: Total,2011,99.5,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,,,,,End of fieldwork,2011,0: Not Known,
UNICEF:PT(1.0): Child Protection,MKD: North Macedonia,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,AGG_3S_H: Secondary and Higher,_T: Total,_T: Total,_T: Total,2011,99.9,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,,,,,End of fieldwork,2011,0: Not Known,
UNICEF:PT(1.0): Child Protection,TKM: Turkmenistan,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,2016,99.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2015-16,,,,,End of fieldwork,2015-16,0: Not Known,
UNICEF:PT(1.0): Child Protection,TKM: Turkmenistan,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,M: Male,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,2016,99.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2015-16,,,,,End of fieldwork,2015-16,0: Not Known,
UNICEF:PT(1.0): Child Protection,TKM: Turkmenistan,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,F: Female,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,2016,99.7,,PCNT: %,,,RP: Reported,F: Free,MICS 2015-16,,,,,End of fieldwork,2015-16,0: Not Known,
UNICEF:PT(1.0): Child Protection,TKM: Turkmenistan,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,M0T11: 0 to 11 months old,_T: Total,_T: Total,_T: Total,_T: Total,2016,98.1,,PCNT: %,,,RP: Reported,F: Free,MICS 2015-16,,,,,End of fieldwork,2015-16,0: Not Known,
UNICEF:PT(1.0): Child Protection,TKM: Turkmenistan,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,M12T23: 12 to 23 months old,_T: Total,_T: Total,_T: Total,_T: Total,2016,100,,PCNT: %,,,RP: Reported,F: Free,MICS 2015-16,,,,,End of fieldwork,2015-16,0: Not Known,
UNICEF:PT(1.0): Child Protection,TKM: Turkmenistan,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,M24T35: 24 to 35 months old,_T: Total,_T: Total,_T: Total,_T: Total,2016,100,,PCNT: %,,,RP: Reported,F: Free,MICS 2015-16,,,,,End of fieldwork,2015-16,0: Not Known,
UNICEF:PT(1.0): Child Protection,TKM: Turkmenistan,PT_CHLD_Y0T4_REG: Percentage of children under age 5 whose births are registered,_T: Total,M36T47: 36 to 47 months old,_T: Total,_T: Total,_T: Total,_T: Total,2016,100,,PCNT: %,,,RP: Reported,F: Free,MICS 2015-16,,,,,End of fieldwork,2015-16,0: Not Known,
